	subject	seqmethod	assembler	pipeline_x	group_x	Sample	Bin	Genes	X..contigs.....0.bp.	X..contigs.....10000.bp.	X..contigs.....50000.bp.	X..contigs.....100000.bp.	X..contigs.....250000.bp.	X..contigs.....500000.bp.	X..contigs.....1000000.bp.	X..contigs.....2000000.bp.	X..contigs.....3000000.bp.	Total.length.....0.bp.	Total.length.....10000.bp.	Total.length.....50000.bp.	Total.length.....100000.bp.	Total.length.....250000.bp.	Total.length.....500000.bp.	Total.length.....1000000.bp.	Total.length.....2000000.bp.	Total.length.....3000000.bp.	X..contigs	Largest.contig	Total.length	N50	N75	L50	L75	X..N.s.per.100.kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.	Completeness	Contamination	Strain.heterogeneity	tRNA	rna.16S	rna.23S	rna.5S	Majority.Class	Majority.Fraction	Size.Mb	Final.Class	Coverage	quality	binmethod	sample	binname	pipeline_y	bin	group_y	16S_RNA	23S_RNA	5S_RNA	16S_RNA_avglen	23S_RNA_avglen	5S_RNA_avglen	suffix
85	S1	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	S1_Nanopore_OPERA-MS	bin.11	1677	24	23	12	7	0	0	0	0	0	1780579	1777703	1400281	1038550	0	0	0	0	0	24	210037	1780579	104701	52769	6	11	0.0	g__Streptococcus (UID561)	89	679	295	78	601	0	0	0	0	86.44	0.0	0.0	25.0	0	1	1	Streptococcus_parasanguinis	100.0	1.78	Streptococcus_parasanguinis	1.80525548150349	medium-quality	bin3C	S1_Nanopore_OPERA-MS	bin.11	Nanopore_OPERA-MS	bin.11.fa	mNGS+Nanopore	0	1	1	0.0	2537.0	110.0	
86	S1	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	S1_Nanopore_OPERA-MS	bin.12	1486	3	3	3	3	1	1	1	0	0	1646430	1646430	1646430	1646430	1202193	1202193	1202193	0	0	3	1202193	1646430	1202193	224751	1	2	0.0	k__Bacteria (UID209)	5443	105	59	28	77	0	0	0	0	93.22	0.0	0.0	49.0	1	1	1	Jonquetella_anthropi	100.0	1.65	Jonquetella_anthropi	20.3573841584519	complete	bin3C	S1_Nanopore_OPERA-MS	bin.12	Nanopore_OPERA-MS	bin.12.fa	mNGS+Nanopore	1	1	1	820.0	905.0	89.0	
87	S1	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	S1_Nanopore_OPERA-MS	bin.2	4424	7	5	3	3	3	3	2	1	0	4803141	4795343	4724742	4724742	4724742	4724742	3950465	2281683	0	7	2281683	4803141	1668782	1668782	2	2	0.0	f__Enterobacteriaceae (UID5139)	119	1169	340	44	1123	2	0	0	0	99.28	0.07	0.0	81.0	7	7	8	Salmonella_enterica	100.0	4.8	Salmonella_enterica	18.129406569576	complete	bin3C	S1_Nanopore_OPERA-MS	bin.2	Nanopore_OPERA-MS	bin.2.fa	mNGS+Nanopore	3	4	1	1535.3	2973.8	111.0	
88	S1	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	S1_Nanopore_OPERA-MS	bin.3	4534	75	73	39	11	1	0	0	0	0	4754807	4742793	3630142	1570487	257806	0	0	0	0	75	257806	4754807	82073	52901	20	38	0.0	f__Enterobacteriaceae (UID5124)	134	1173	336	163	998	12	0	0	0	92.2	0.6	41.67	33.0	0	0	2	Enterobacter_cloacae	100.0	4.75	Enterobacter_cloacae	3.83985974614743	complete	bin3C	S1_Nanopore_OPERA-MS	bin.3	Nanopore_OPERA-MS	bin.3.fa	mNGS+Nanopore	0	0	1	0.0	0.0	111.0	
89	S1	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	S1_Nanopore_OPERA-MS	bin.4	3754	6	5	4	4	3	3	2	1	0	4041719	4039718	4021750	4021750	3890657	3890657	3269054	2222347	0	6	2222347	4041719	2222347	1046707	1	2	0.0	f__Moraxellaceae (UID4680)	86	689	365	0	688	1	0	0	0	100.0	0.27	0.0	73.0	6	6	6	Acinetobacter_baumannii	100.0	4.04	Acinetobacter_baumannii	48.1557277979988	complete	bin3C	S1_Nanopore_OPERA-MS	bin.4	Nanopore_OPERA-MS	bin.4.fa	mNGS+Nanopore	1	2	1	1533.0	2443.0	112.0	
90	S1	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	S1_Nanopore_OPERA-MS	bin.5	2567	10	6	2	1	1	1	1	1	0	2726099	2716863	2594644	2542382	2542382	2542382	2542382	2542382	0	10	2542382	2726099	2542382	2542382	1	1	0.0	o__Lactobacillales (UID544)	293	475	267	1	473	1	0	0	0	99.63	0.06	0.0	70.0	6	7	6	Enterococcus_faecium	100.0	2.73	Enterococcus_faecium	34.3393662519226	complete	bin3C	S1_Nanopore_OPERA-MS	bin.5	Nanopore_OPERA-MS	bin.5.fa	mNGS+Nanopore	2	2	1	1453.0	2871.5	111.0	
91	S1	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	S1_Nanopore_OPERA-MS	bin.6	2182	8	7	7	7	4	3	0	0	0	2592131	2586821	2586821	2586821	2229215	1924263	0	0	0	8	878829	2592131	527697	304952	2	4	0.0	p__Bacteroidetes (UID2605)	350	316	210	0	316	0	0	0	0	100.0	0.0	0.0	39.0	1	1	2	Capnocytophaga_ochracea	100.0	2.59	Capnocytophaga_ochracea	59.0375224091684	complete	bin3C	S1_Nanopore_OPERA-MS	bin.6	Nanopore_OPERA-MS	bin.6.fa	mNGS+Nanopore	1	1	1	1512.0	2829.0	104.0	
92	S1	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	S1_Nanopore_OPERA-MS	bin.7	2277	9	8	6	5	3	3	0	0	0	2508947	2505908	2446094	2348392	1945201	1945201	0	0	0	9	845608	2508947	567303	532290	2	3	0.0	g__Staphylococcus (UID294)	60	773	178	1	772	0	0	0	0	99.81	0.0	0.0	60.0	6	6	6	Staphylococcus_epidermidis	100.0	2.51	Staphylococcus_epidermidis	41.7754540052062	complete	bin3C	S1_Nanopore_OPERA-MS	bin.7	Nanopore_OPERA-MS	bin.7.fa	mNGS+Nanopore	2	2	1	1420.5	2023.0	110.0	
93	S1	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	S1_Nanopore_OPERA-MS	bin.8	1900	12	10	8	7	3	2	0	0	0	2322558	2312151	2221642	2122607	1489832	1085708	0	0	0	12	546958	2322558	404124	139399	3	5	0.0	f__Bifidobacteriaceae (UID1462)	65	476	217	1	475	0	0	0	0	99.54	0.0	0.0	77.0	1	1	0	Bifidobacterium_longum	100.0	2.32	Bifidobacterium_longum	11.7105432889082	complete	bin3C	S1_Nanopore_OPERA-MS	bin.8	Nanopore_OPERA-MS	bin.8.fa	mNGS+Nanopore	1	1	0	1522.0	3046.0	0.0	
94	S1	Nanopore	OPERA-MS	Nanopore_OPERA-MS	mNGS+Nanopore	S1_Nanopore_OPERA-MS	bin.9	1681	16	16	12	7	2	1	0	0	0	2067711	2067711	1932207	1601979	823769	545137	0	0	0	16	545137	2067711	176123	130244	4	7	0.0	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.0	0.45	0.0	49.0	0	0	2	Bifidobacterium_adolescentis	100.0	2.07	Bifidobacterium_adolescentis	2.6205596430062	complete	bin3C	S1_Nanopore_OPERA-MS	bin.9	Nanopore_OPERA-MS	bin.9.fa	mNGS+Nanopore	0	0	2	0.0	0.0	107.0	
95	S1	PacBio	metaflye	PacBio_metaflye	PacBio	S1_PacBio_metaflye	bin.1	5294	7	7	5	4	2	2	1	1	1	5709237	5709237	5652249	5566677	5301147	5301147	4584121	4584121	4584121	7	4584121	5709237	4584121	4584121	1	1	0.0	f__Enterobacteriaceae (UID5121)	138	1162	336	9	1125	26	2	0	0	99.91	1.11	68.75	88.0	9	9	10	Klebsiella_pneumoniae	97.23	5.71	Klebsiella_pneumoniae	160.354940073428	complete	bin3C	S1_PacBio_metaflye	bin.1	PacBio_metaflye	bin.1.fa	PacBio	1	1	2	1536.0	2899.0	110.5	
96	S1	PacBio	metaflye	PacBio_metaflye	PacBio	S1_PacBio_metaflye	bin.2	4493	5	4	2	2	2	2	1	1	1	4826916	4823561	4768958	4768958	4768958	4768958	3989147	3989147	3989147	5	3989147	4826916	3989147	3989147	1	1	0.0	f__Enterobacteriaceae (UID5139)	119	1169	340	6	1158	5	0	0	0	99.9	0.1	40.0	85.0	7	7	8	Salmonella_enterica	100.0	4.83	Salmonella_enterica	50.1020452810863	complete	bin3C	S1_PacBio_metaflye	bin.2	PacBio_metaflye	bin.2.fa	PacBio	1	3	1	1538.0	3027.3	111.0	
97	S1	PacBio	metaflye	PacBio_metaflye	PacBio	S1_PacBio_metaflye	bin.3	3781	4	4	3	3	1	1	1	1	1	4060755	4060755	4047651	4047651	3718052	3718052	3718052	3718052	3718052	4	3718052	4060755	3718052	3718052	1	1	0.0	f__Moraxellaceae (UID4680)	86	689	365	0	688	1	0	0	0	100.0	0.27	0.0	73.0	6	6	6	Acinetobacter_baumannii	100.0	4.06	Acinetobacter_baumannii	140.697393957528	complete	bin3C	S1_PacBio_metaflye	bin.3	PacBio_metaflye	bin.3.fa	PacBio	1	1	1	1533.0	2890.0	111.0	
98	S1	PacBio	metaflye	PacBio_metaflye	PacBio	S1_PacBio_metaflye	bin.4	2852	3	3	2	2	2	1	1	1	0	2999250	2999250	2959990	2959990	2959990	2708055	2708055	2708055	0	3	2708055	2999250	2708055	2708055	1	1	0.0	o__Lactobacillales (UID544)	293	475	267	1	472	2	0	0	0	99.63	0.44	50.0	69.0	6	6	6	Enterococcus_faecium	100.0	3.0	Enterococcus_faecium	95.4743225806452	complete	bin3C	S1_PacBio_metaflye	bin.4	PacBio_metaflye	bin.4.fa	PacBio	1	1	1	1559.0	2912.0	111.0	
99	S1	PacBio	metaflye	PacBio_metaflye	PacBio	S1_PacBio_metaflye	bin.5	2302	3	3	2	1	1	1	1	1	0	2531607	2531607	2504531	2421724	2421724	2421724	2421724	2421724	0	3	2421724	2531607	2421724	2421724	1	1	3.95	g__Staphylococcus (UID294)	60	773	178	1	772	0	0	0	0	99.81	0.0	0.0	60.0	6	6	7	Staphylococcus_epidermidis	100.0	2.53	Staphylococcus_epidermidis	89.0117921146529	complete	bin3C	S1_PacBio_metaflye	bin.5	PacBio_metaflye	bin.5.fa	PacBio	1	1	1	1548.0	2918.0	110.0	
100	S1	PacBio	metaflye	PacBio_metaflye	PacBio	S1_PacBio_metaflye	bin.6	1554	2	2	2	2	2	2	1	0	0	1696233	1696233	1696233	1696233	1696233	1696233	1064965	0	0	2	1064965	1696233	1064965	631268	1	2	0.0	k__Bacteria (UID209)	5443	105	59	2	102	1	0	0	0	98.31	1.69	100.0	53.0	3	3	3	Jonquetella_anthropi	100.0	1.7	Jonquetella_anthropi	23.4846616001457	complete	bin3C	S1_PacBio_metaflye	bin.6	PacBio_metaflye	bin.6.fa	PacBio	1	1	1	1528.0	2971.0	106.0	
101	S1	PacBio	metaflye	PacBio_metaflye	PacBio	S1_PacBio_metaflye	bin.7	1404	21	21	11	5	1	0	0	0	0	1604912	1604912	1272307	837696	395761	0	0	0	0	21	395761	1604912	100756	64969	5	10	0.0	p__Bacteroidetes (UID2605)	350	316	210	121	195	0	0	0	0	54.89	0.0	0.0	15.0	1	1	1	Capnocytophaga_ochracea	100.0	1.6	Capnocytophaga_ochracea	26.3555422353375	medium-quality	bin3C	S1_PacBio_metaflye	bin.7	PacBio_metaflye	bin.7.fa	PacBio	1	1	1	1513.0	2829.0	104.0	
102	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.1	5266	13	12	10	7	5	3	2	0	0	5666438	5661090	5614328	5384043	5138276	4329250	3433306	0	0	13	1718471	5666438	1714835	895944	2	3	0.02	f__Enterobacteriaceae (UID5121)	138	1162	336	0	1160	2	0	0	0	100.0	0.33	0.0	85.0	6	6	8	Klebsiella_pneumoniae	95.3	5.67	Klebsiella_pneumoniae	167.738692455472	complete	bin3C	S1_PacBio_OPERA-MS	bin.1	PacBio_OPERA-MS	bin.1.fa	mNGS+PacBio	1	1	2	1536.0	2912.0	110.5	
103	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.10	1935	27	20	9	5	2	1	0	0	0	1965908	1928025	1669007	1400308	873101	525378	0	0	0	27	525378	1965908	230282	84662	3	6	0.05	o__Lactobacillales (UID355)	490	333	182	2	331	0	0	0	0	98.9	0.0	0.0	40.0	1	1	1	Lactobacillus_reuteri	100.0	1.97	Lactobacillus_reuteri	14.3196700964643	complete	bin3C	S1_PacBio_OPERA-MS	bin.10	PacBio_OPERA-MS	bin.10.fa	mNGS+PacBio	1	1	1	1573.0	1742.0	95.0	
104	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.11	1693	24	23	12	6	1	0	0	0	0	1794666	1790065	1382746	924946	262188	0	0	0	0	24	262188	1794666	102433	61295	6	12	0.0	g__Streptococcus (UID561)	89	679	295	81	598	0	0	0	0	85.76	0.0	0.0	23.0	1	1	1	Streptococcus_parasanguinis	100.0	1.79	Streptococcus_parasanguinis	2.14625506918836	medium-quality	bin3C	S1_PacBio_OPERA-MS	bin.11	PacBio_OPERA-MS	bin.11.fa	mNGS+PacBio	1	1	1	1612.0	2537.0	110.0	
105	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.12	1489	3	2	2	2	2	2	1	0	0	1654499	1652557	1652557	1652557	1652557	1652557	1137924	0	0	3	1137924	1654499	1137924	514633	1	2	0.0	k__Bacteria (UID209)	5443	105	59	28	77	0	0	0	0	93.22	0.0	0.0	50.0	2	2	2	Jonquetella_anthropi	100.0	1.65	Jonquetella_anthropi	24.2616828417545	complete	bin3C	S1_PacBio_OPERA-MS	bin.12	PacBio_OPERA-MS	bin.12.fa	mNGS+PacBio	2	2	1	1621.0	2898.0	106.0	
106	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.2	4486	5	3	1	1	1	1	1	1	1	4845636	4837317	4783413	4783413	4783413	4783413	4783413	4783413	4783413	5	4783413	4845636	4783413	4783413	1	1	0.0	f__Enterobacteriaceae (UID5139)	119	1169	340	20	1147	2	0	0	0	99.68	0.07	0.0	82.0	7	7	8	Salmonella_enterica	100.0	4.85	Salmonella_enterica	49.4573529666694	complete	bin3C	S1_PacBio_OPERA-MS	bin.2	PacBio_OPERA-MS	bin.2.fa	mNGS+PacBio	3	5	2	1637.0	3022.4	102.5	
107	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.3	4525	70	66	37	12	1	0	0	0	0	4767949	4751503	3770649	1901562	402788	0	0	0	0	70	402788	4767949	91395	52671	18	34	0.0	f__Enterobacteriaceae (UID5124)	134	1173	336	149	1014	10	0	0	0	92.8	0.4	50.0	32.0	0	0	2	Enterobacter_cloacae	100.0	4.77	Enterobacter_cloacae	3.25644611551004	complete	bin3C	S1_PacBio_OPERA-MS	bin.3	PacBio_OPERA-MS	bin.3.fa	mNGS+PacBio	0	0	1	0.0	0.0	111.0	
108	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.4	3759	6	5	4	4	2	2	1	1	0	4033310	4026194	4008226	4008226	3703457	3703457	2956040	2956040	0	6	2956040	4033310	2956040	747417	1	2	0.0	f__Moraxellaceae (UID4680)	86	689	365	0	688	1	0	0	0	100.0	0.27	0.0	72.0	6	6	6	Acinetobacter_baumannii	100.0	4.03	Acinetobacter_baumannii	140.285592974505	complete	bin3C	S1_PacBio_OPERA-MS	bin.4	PacBio_OPERA-MS	bin.4.fa	mNGS+PacBio	2	2	2	1547.0	2904.0	110.0	
109	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.5	2559	10	8	4	3	3	2	1	0	0	2718934	2714111	2591797	2539535	2539535	2123912	1409295	0	0	10	1409295	2718934	1409295	714617	1	2	0.0	o__Lactobacillales (UID544)	293	475	267	1	473	1	0	0	0	99.63	0.06	0.0	71.0	6	9	5	Enterococcus_faecium	100.0	2.72	Enterococcus_faecium	104.301095576428	complete	bin3C	S1_PacBio_OPERA-MS	bin.5	PacBio_OPERA-MS	bin.5.fa	mNGS+PacBio	2	2	1	1530.5	3017.5	111.0	
110	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.6	2183	11	10	9	9	5	1	0	0	0	2591598	2586288	2563357	2563357	1931529	738891	0	0	0	11	738891	2591598	306159	244529	3	6	0.0	p__Bacteroidetes (UID2605)	350	316	210	0	316	0	0	0	0	100.0	0.0	0.0	39.0	1	1	2	Capnocytophaga_ochracea	100.0	2.59	Capnocytophaga_ochracea	22.1024915901309	complete	bin3C	S1_PacBio_OPERA-MS	bin.6	PacBio_OPERA-MS	bin.6.fa	mNGS+PacBio	1	1	1	1512.0	2829.0	104.0	
111	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.7	2288	12	9	6	5	3	3	0	0	0	2510572	2502408	2430819	2344785	1943008	1943008	0	0	0	12	771690	2510572	670507	500811	2	3	0.0	g__Staphylococcus (UID294)	60	773	178	3	770	0	0	0	0	99.25	0.0	0.0	57.0	4	4	5	Staphylococcus_epidermidis	100.0	2.51	Staphylococcus_epidermidis	94.4458450106191	complete	bin3C	S1_PacBio_OPERA-MS	bin.7	PacBio_OPERA-MS	bin.7.fa	mNGS+PacBio	1	2	1	1548.0	3027.5	110.0	
112	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.8	1897	13	11	9	8	3	1	0	0	0	2319031	2308624	2219439	2146170	1356905	538807	0	0	0	13	538807	2319031	404124	173271	3	5	0.0	f__Bifidobacteriaceae (UID1462)	65	476	217	1	475	0	0	0	0	99.54	0.0	0.0	74.0	1	1	0	Bifidobacterium_longum	100.0	2.32	Bifidobacterium_longum	8.72877206039936	complete	bin3C	S1_PacBio_OPERA-MS	bin.8	PacBio_OPERA-MS	bin.8.fa	mNGS+PacBio	1	1	0	1522.0	3046.0	0.0	
113	S1	PacBio	OPERA-MS	PacBio_OPERA-MS	mNGS+PacBio	S1_PacBio_OPERA-MS	bin.9	1680	16	16	12	7	2	1	0	0	0	2067711	2067711	1932207	1601979	823769	545137	0	0	0	16	545137	2067711	176123	130244	4	7	0.0	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.0	0.45	0.0	49.0	0	0	2	Bifidobacterium_adolescentis	100.0	2.07	Bifidobacterium_adolescentis	1.44964359139164	complete	bin3C	S1_PacBio_OPERA-MS	bin.9	PacBio_OPERA-MS	bin.9.fa	mNGS+PacBio	0	0	2	0.0	0.0	107.0	
